node,ms-uri,node-structure,msItem-id,structure-id,xpath
"<bibl >Add. 17,135, foll. 1-8, 11-30, 35-44, and 46-49, lower text<ptr target='http://syriaca.org/manuscript/1535'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 17,135, foll. 9-10, 31-34, and 45, lower text<ptr target='http://syriaca.org/manuscript/1536'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 17,135, foll. 50-136, 139-157, 160-187, and 189, lower text<ptr target='http://syriaca.org/manuscript/1537'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[3]
"<bibl >Add. 17,135, foll. 137-138, 158-159, and 188, lower text<ptr target='http://syriaca.org/manuscript/1538'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[4]
"<bibl >fol.<citedRange unit='locus'>38</citedRange>of Add. 14,523<ptr target='http://syriaca.org/manuscript/229'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA<ptr target='VALUE'></ptr></bibl>,,structure-18,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/note/bibl
"<bibl >Add. 17,135, foll. 1-8, 11-30, 35-44, and 46-49, lower text<ptr target='http://syriaca.org/manuscript/1535'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,135, foll. 9-10, 31-34, and 45, lower text<ptr target='http://syriaca.org/manuscript/1536'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,135, foll. 50-136, 139-157, 160-187, and 189, lower text<ptr target='http://syriaca.org/manuscript/1537'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[3]
"<bibl >Add. 17,135, foll. 137-138, 158-159, and 188, lower text<ptr target='http://syriaca.org/manuscript/1538'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[4]
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,135, foll. 50-136, 139-157, 160-187, and 189, lower text<ptr target='http://syriaca.org/manuscript/1537'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p5a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/note/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/p/bibl
"<bibl >Add. 17,135, upper text<ptr target='http://syriaca.org/manuscript/1534'></ptr></bibl>",http://syriaca.org/manuscript/764,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
<bibl >Add. 7203</bibl>,http://syriaca.org/manuscript/1147,<bibl >CDATA</bibl>,p1b4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/note/bibl
"<bibl >Add. 14,526, fol. 29 b</bibl>",http://syriaca.org/manuscript/253,<bibl >CDATA</bibl>,p1a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/note[1]/bibl[1]
"<bibl >Add. 14,587<ptr target='http://syriaca.org/manuscript/323'></ptr>,<citedRange >no. 15</citedRange></bibl>",http://syriaca.org/manuscript/619,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p1a2,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/note/bibl
"<bibl >Add. 14,587<ptr target='http://syriaca.org/manuscript/323'></ptr>,<citedRange >no. 15</citedRange></bibl>",http://syriaca.org/manuscript/619,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange >CDATA</citedRange></bibl>,p1a3,structure-15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/note/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,609</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/347</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/410,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,p1a1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/note[1]/listBibl/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,609</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/347</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/410,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,p1a2,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/note/listBibl/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,582</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/318</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='190'>fol. 190</locus></biblScope>b</bibl>",http://syriaca.org/manuscript/410,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope>CDATA</bibl>,p2a1,structure-5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[1]/note/listBibl/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,160</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/35</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='134b'>fol. 134 b</locus></biblScope></bibl>",http://syriaca.org/manuscript/410,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope></bibl>,p2a2,structure-17,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[2]/note/listBibl/bibl
"<bibl >Add. 14,646 foll. 183-194, lower text<ptr target='http://syriaca.org/manuscript/1401'></ptr></bibl>",http://syriaca.org/manuscript/410,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 14,646 foll. 134-194, upper text<ptr target='http://syriaca.org/manuscript/412'></ptr></bibl>",http://syriaca.org/manuscript/410,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add.
                  14,530<ptr target='http://syriaca.org/manuscript/257'></ptr></bibl>",http://syriaca.org/manuscript/31,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,c43,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[11]/msItem[10]/note/bibl[2]
"<bibl >Add. 14,557<ptr target='http://syriaca.org/manuscript/288'></ptr>, fol.<citedRange unit='locus'>158 b</citedRange></bibl>",http://syriaca.org/manuscript/31,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c48,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[12]/msItem[5]/note/bibl
"<bibl >Add. 14,679<ptr target='http://syriaca.org/manuscript/535'></ptr></bibl>",http://syriaca.org/manuscript/142,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/handDesc/handNote[1]/desc/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/40'>Add. 12,163, fol. 128b</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/277,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,c5,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[5]/listBibl/bibl
"<bibl >Add. 12,138<ptr target='http://syriaca.org/manuscript/10'></ptr></bibl>",http://syriaca.org/manuscript/120,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[3]/p/bibl
"<bibl >Add. 14,624, no. 2</bibl>",http://syriaca.org/manuscript/1144,<bibl >CDATA</bibl>,a4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/note/bibl[2]
"<bibl >Add. 14,645, no. 38.</bibl>",http://syriaca.org/manuscript/1144,<bibl >CDATA</bibl>,a11,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[11]/note/bibl
"<bibl >Add. 14,436<ptr target='http://syriaca.org/manuscript/94'></ptr>, fol.<citedRange unit='locus'>1b</citedRange>and<citedRange unit='locus'>77 b</citedRange></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p2a1,structure-14,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/rubric[1]/note/bibl[1]
"<bibl >Add. 17,109<ptr target='http://syriaca.org/manuscript/738'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/rubric[1]/note/bibl[2]
"<bibl >Add. 14,436<ptr target='http://syriaca.org/manuscript/94'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note[1]/bibl[2]
"<bibl >Add. 12,138<ptr target='http://syriaca.org/manuscript/10'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note[2]/bibl
"<bibl >Add. 17,110, foll. 47 and 61, lower text<ptr target='http://syriaca.org/manuscript/1528'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msPart[1]/physDesc/p/bibl
"<bibl >Add. 17,110, foll. 47 and 61, lower text<ptr target='http://syriaca.org/manuscript/1528'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,110, foll. 47 and 61, upper text<ptr target='http://syriaca.org/manuscript/1527'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,110, foll. 47 and 61, upper text<ptr target='http://syriaca.org/manuscript/1527'></ptr></bibl>",http://syriaca.org/manuscript/739,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add 14441, fol. 26a<ptr target='http://syriaca.org/work/105'></ptr></bibl>",http://syriaca.org/manuscript/733,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/note[2]/bibl[2]
"<bibl >Add. 14,593, fol. 186<ptr target='http://syriaca.org/manuscript/1470'></ptr></bibl>",http://syriaca.org/manuscript/1472,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 14,593, fol. 187<ptr target='http://syriaca.org/manuscript/1471'></ptr></bibl>",http://syriaca.org/manuscript/1472,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 14,593<ptr target='http://syriaca.org/manuscript/1472'></ptr></bibl>",http://syriaca.org/manuscript/1472,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 14,593<ptr target='http://syriaca.org/manuscript/1472'></ptr></bibl>",http://syriaca.org/manuscript/1472,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl ><ptr target='http://syriaca.org/manuscript/85'></ptr>Add. 14,429</bibl>",http://syriaca.org/manuscript/105,<bibl ><ptr target='VALUE'></ptr>CDATA</bibl>,,structure-28,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/handDesc/handNote[1]/desc/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/347'>Add. 14,609, fol. 123a</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/25,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,b1,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/81'>Add.14,425</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/25,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/origin/note/bibl[1]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,490,</idno><altIdentifier ><idno type='URL'>manuscript-180</idno></altIdentifier></msIdentifier><biblScope ><locus from='275a' to='275a'>fol. 275a</locus></biblScope></bibl>",http://syriaca.org/manuscript/181,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier><biblScope ><locus from='VALUE' to='VALUE'>CDATA</locus></biblScope></bibl>,,structure-36,TEI/teiHeader/fileDesc/sourceDesc/msDesc/history/provenance/p/listBibl/bibl
"<bibl >Add. 14,670, fol. 2</bibl>",http://syriaca.org/manuscript/58,<bibl >CDATA</bibl>,p1a4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[4]/note[2]/bibl
"<bibl >Add. 14,575, no. 2</bibl>",http://syriaca.org/manuscript/357,<bibl >CDATA</bibl>,b9,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[8]/msItem[2]/note/bibl
"<bibl >Add. 17,229, fol. 16 b</bibl>",http://syriaca.org/manuscript/552,<bibl >CDATA</bibl>,p2b2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[2]/msItem[2]/note[2]/bibl
"<bibl >Add. 14,587<ptr target='http://syriaca.org/manuscript/323'></ptr><citedRange unot='locus'>no. 34</citedRange>.</bibl>",http://syriaca.org/manuscript/343,<bibl >CDATA<ptr target='VALUE'></ptr><citedRange unot='VALUE'>CDATA</citedRange>CDATA</bibl>,a5,structure-37,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/note/bibl
"<bibl >Add. 14,597, no. 6<ptr target='http://syriaca.org/manuscript/333'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1a4,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[4]/note/bibl
"<bibl >Add. 14,613,<citedRange unit='fol'>fol. 234 b</citedRange><ptr target='http://syriaca.org/manuscript/351'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange><ptr target='VALUE'></ptr></bibl>,p1b11,structure-21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[6]/msItem[1]/note/bibl
"<bibl >Add. 14,613,<citedRange unit='fol'>fol. 209 a</citedRange><ptr target='http://syriaca.org/manuscript/351'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange><ptr target='VALUE'></ptr></bibl>,p1b12,structure-21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[6]/msItem[2]/note/bibl
"<bibl >Add. 14,613,<citedRange unit='fol'>fol. 209 a</citedRange><ptr target='http://syriaca.org/manuscript/351'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange><ptr target='VALUE'></ptr></bibl>,p1b13,structure-21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[6]/msItem[3]/note/bibl
"<bibl >Add. 12,175,<citedRange unit='fol'>fol. 225 a</citedRange><ptr target='http://syriaca.org/manuscript/74'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<citedRange unit='VALUE'>CDATA</citedRange><ptr target='VALUE'></ptr></bibl>,p1a9,structure-21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/note/bibl
"<bibl >Add. 17,179, no. 1, g<ptr target='http://syriaca.org/manuscript/831'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1a13,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[13]/note/bibl
"<bibl >Add. 14,575, nos. 1—11<ptr target='http://syriaca.org/manuscript/311'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1a16,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[16]/note/bibl
"<bibl >Add. 14,578, no. 13<ptr target='http://syriaca.org/manuscript/314'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1b46,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[17]/msItem[1]/note/bibl
"<bibl >Add. 14,578, no. 15<ptr target='http://syriaca.org/manuscript/314'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1b47,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[17]/msItem[2]/note/bibl
"<bibl >Add. 14,578, no. 16<ptr target='http://syriaca.org/manuscript/314'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p1b48,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[17]/msItem[3]/note/bibl
"<bibl >BL Add MS 17183, upper text<ptr target='http://syriaca.org/manuscript/1488'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2b1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[1]/note/bibl
"<bibl >BL Add MS 17183, upper text<ptr target='http://syriaca.org/manuscript/1488'></ptr></bibl>",http://syriaca.org/manuscript/837,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p2b3,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/msItem[3]/note/bibl
"<bibl >See Add. 12,174, no. 76</bibl>",http://syriaca.org/manuscript/405,<bibl >CDATA</bibl>,b1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/listBibl/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,160</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/35</idno></altIdentifier></msIdentifier>,<biblScope ><locus >fol. 147 a</locus></biblScope></bibl>",http://syriaca.org/manuscript/405,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus >CDATA</locus></biblScope></bibl>,b5,structure-38,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[4]/note[2]/listBibl/bibl
"<bibl >Add. 12,157</bibl>",http://syriaca.org/manuscript/872,<bibl >CDATA</bibl>,p1a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note[1]/bibl
"<bibl >Add. 12, 181, fol.
                      102 a</bibl>",http://syriaca.org/manuscript/872,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/additions/list/item[3]/p[3]/note/bibl
"<bibl >Add. 14,440<ptr target='http://syriaca.org/manuscript/104'></ptr></bibl>",http://syriaca.org/manuscript/10,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[1]/bibl
"<bibl >See<msIdentifier ><idno ref='http://syriaca.org/manuscript/37'>Add. 12,160, fol. 134 b</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/333,<bibl >CDATA<msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,a8,structure-10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[8]/listBibl/bibl
"<bibl >See<msIdentifier ><idno ref='http://syriaca.org/manuscript/318'>Add. 14,582, fol. 190 b</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/333,<bibl >CDATA<msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,a9,structure-10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[9]/listBibl/bibl
"<bibl >See Add. 17,219, no. 3, a.</bibl>",http://syriaca.org/manuscript/533,<bibl >CDATA</bibl>,b4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[1]/note/bibl
"<bibl >See Add. 14,675, no. 2, d, and Add. 17,219, no. 3, b.</bibl>",http://syriaca.org/manuscript/533,<bibl >CDATA</bibl>,b5,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[2]/note/bibl
"<bibl >Add. 14,614, fol. 119 a</bibl>",http://syriaca.org/manuscript/358,<bibl >CDATA</bibl>,a7,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[7]/note[1]/bibl
"<bibl >Add. 14,614, no. 6</bibl>",http://syriaca.org/manuscript/358,<bibl >CDATA</bibl>,a9,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[9]/note/bibl[1]
"<bibl >Add. 14,658, fol. 71 a, col. a</bibl>",http://syriaca.org/manuscript/358,<bibl >CDATA</bibl>,a15,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[15]/note/bibl
"<bibl >Add. 14,670, foll. 19-22</bibl>",http://syriaca.org/manuscript/368,<bibl >CDATA</bibl>,,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/handDesc/handNote/desc/bibl
"<bibl >Add. 17,161, no. 1</bibl>",http://syriaca.org/manuscript/838,<bibl >CDATA</bibl>,b1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note/bibl[2]
